Geneid,Ctr_S1,Ctr_S2,Ctr_S7,Ctr_S13,RS_S6,RS_S9,RS_S12,RS_S16
ENSG00000124701,0,0,1,0,0,0,1,0
ENSG00000001167,394,800,469,558,266,203,276,259
ENSG00000287678,2,0,0,1,0,0,0,1
ENSG00000161912,2,6,3,1,0,1,0,1
ENSG00000290554,4,17,3,5,2,0,0,7
ENSG00000161911,0,0,0,0,0,0,0,0
ENSG00000290034,1,1,0,0,0,0,0,1
ENSG00000095970,0,0,0,0,7,0,0,0
ENSG00000112195,0,0,0,0,0,0,0,0
ENSG00000290563,0,0,0,1,0,0,1,0
ENSG00000184106,0,0,0,0,0,0,0,0
ENSG00000188056,0,1,0,0,0,1,0,0
ENSG00000212176,0,0,0,0,0,0,0,0
ENSG00000225690,0,0,0,0,0,0,0,0
ENSG00000274256,0,0,0,0,0,0,0,0
ENSG00000278745,0,0,0,0,0,0,0,0
ENSG00000124731,6,113,11,7,117,175,265,49
ENSG00000218809,0,0,0,0,0,0,0,0
ENSG00000146352,0,0,0,1,3,0,0,4
ENSG00000186439,2,0,1,1,0,2,0,4
ENSG00000235535,0,0,0,0,0,0,0,0
ENSG00000285691,0,0,0,7,0,0,0,4
ENSG00000285941,0,0,0,0,0,0,0,0
ENSG00000010704,254,427,275,303,294,164,302,266
ENSG00000293568,0,0,0,0,0,0,0,0
ENSG00000146433,1364,2289,1512,1902,1343,1166,1753,1776
ENSG00000207419,0,0,0,0,0,0,0,0
ENSG00000111863,201,77,187,63,57,107,95,24
ENSG00000287593,16,10,15,6,3,13,9,2
ENSG00000234427,0,0,0,0,0,0,0,0
ENSG00000215124,0,0,0,0,0,0,0,0
ENSG00000225102,0,0,0,0,0,0,0,0
ENSG00000229896,0,0,0,0,0,0,0,0
ENSG00000095951,289,392,452,357,346,352,379,394
ENSG00000078401,99,545,78,1785,64,15,91,1694
ENSG00000218893,0,0,0,0,0,0,0,0
ENSG00000223321,0,0,0,0,0,0,0,1
ENSG00000212802,21,37,24,33,18,21,15,17
ENSG00000286760,8,13,8,4,10,6,7,7
ENSG00000071242,2951,624,2284,2162,529,1963,1689,1075
ENSG00000235272,3,0,2,2,3,2,1,2
ENSG00000287690,0,0,0,0,0,0,0,0
ENSG00000206503,2416,4493,2279,2891,5582,2592,3244,3017
ENSG00000293216,0,0,0,0,0,0,0,0
ENSG00000291111,0,0,0,0,0,0,0,0
ENSG00000223865,39,7,104,35,65,1,97,37
ENSG00000225914,2,1,3,1,2,2,1,1
ENSG00000290878,0,0,0,0,3,0,0,0
ENSG00000198502,0,0,0,1,0,0,0,0
ENSG00000204344,95,105,120,147,68,82,93,117
ENSG00000269964,0,0,0,1,1,0,0,0
ENSG00000230309,1,0,0,1,0,0,0,0
ENSG00000244476,0,0,0,0,0,0,0,0
ENSG00000251608,0,0,0,0,0,0,0,0
ENSG00000293101,0,0,0,0,0,0,0,0
ENSG00000243775,0,0,0,0,0,0,0,0
ENSG00000285159,0,0,0,0,0,0,0,0
ENSG00000203711,0,0,0,0,0,1,1,0
ENSG00000213076,0,0,0,0,1,0,0,0
ENSG00000223191,0,0,0,0,0,0,0,0
ENSG00000271913,3,5,8,3,4,1,15,4
ENSG00000164691,0,0,0,0,0,0,0,0
ENSG00000288845,0,0,0,0,0,0,0,1
ENSG00000285492,0,1,0,0,0,0,0,1
ENSG00000224478,0,0,0,0,0,0,0,0
ENSG00000233682,0,0,0,1,0,0,1,2
ENSG00000164694,37,44,35,74,82,50,121,138
ENSG00000235086,0,0,0,0,0,0,0,0
ENSG00000217477,0,0,0,0,0,0,0,0
ENSG00000198225,10,17,7,11,13,3,8,9
ENSG00000219940,0,0,0,0,0,0,0,0
ENSG00000218520,0,0,0,0,0,0,0,0
ENSG00000225121,0,0,0,0,0,0,0,0
ENSG00000112245,2,2,6,2,8,6,1,1
ENSG00000213312,0,0,0,0,0,0,1,0
ENSG00000266680,11,15,15,13,21,15,22,23
ENSG00000285976,6,13,6,7,9,4,3,10
ENSG00000262651,0,0,0,0,0,0,0,0
ENSG00000213309,0,0,0,0,0,0,0,0
ENSG00000224079,0,0,0,0,0,1,0,0
ENSG00000233082,0,0,0,0,0,0,0,0
ENSG00000236708,0,0,0,0,0,0,0,0
ENSG00000287541,0,0,0,0,0,0,0,0
ENSG00000164853,0,0,0,0,0,0,0,0
ENSG00000239857,5,12,19,18,22,7,12,8
ENSG00000261795,0,0,0,0,0,0,0,0
ENSG00000283991,0,0,0,0,0,0,0,0
ENSG00000164880,1618,2290,2020,2765,2169,1189,1888,2005
ENSG00000157927,33,20,55,40,38,16,26,7
ENSG00000213935,1,0,0,0,0,1,1,0
ENSG00000178381,111,317,135,133,427,95,111,116
ENSG00000272732,1,1,1,1,0,0,1,0
ENSG00000155070,0,0,0,0,0,0,1,0
ENSG00000226943,0,0,0,0,0,0,0,0
ENSG00000164654,271,358,308,336,211,136,197,156
ENSG00000239696,0,0,0,0,0,0,0,0
ENSG00000227719,0,0,0,0,0,0,0,0
ENSG00000250561,0,0,0,0,0,0,0,0
ENSG00000239715,0,0,0,0,0,0,0,0
ENSG00000242611,11,9,4,14,71,1,10,14
ENSG00000240859,3,4,13,19,7,0,7,5
ENSG00000242474,18,18,27,18,14,10,9,8
ENSG00000244167,1,0,0,0,1,0,0,0
ENSG00000271077,0,0,0,0,0,0,0,0
ENSG00000225146,0,0,0,0,0,0,0,0
ENSG00000106511,3,12,25,28,0,0,5,0
ENSG00000283117,0,0,0,0,0,0,0,0
ENSG00000272745,0,2,0,0,0,1,0,0
ENSG00000229091,0,0,0,0,0,0,0,0
ENSG00000177706,1814,899,2097,2215,950,640,1540,2405
ENSG00000164916,675,972,967,738,931,483,613,490
ENSG00000146540,930,991,1008,1244,1178,555,811,682
ENSG00000236712,0,0,0,0,0,0,0,0
ENSG00000236414,0,0,0,0,0,0,0,0
ENSG00000229618,1,0,0,0,0,0,0,0
ENSG00000229043,67,66,55,66,68,34,36,33
ENSG00000261809,0,0,0,0,0,0,0,0
ENSG00000270611,0,0,0,0,0,0,0,0
ENSG00000164828,1310,1495,1680,1602,824,978,1323,1177
ENSG00000226323,0,0,0,0,0,0,0,0
ENSG00000214998,0,0,1,0,0,0,0,0
ENSG00000273151,9,19,20,16,48,15,33,31
ENSG00000003147,1,0,1,2,0,1,1,1
ENSG00000226097,0,0,0,0,0,0,0,0
ENSG00000273252,0,0,0,0,0,0,0,0
ENSG00000226291,0,0,0,0,0,0,0,0
ENSG00000106399,188,147,208,202,140,62,81,79
ENSG00000122584,0,0,0,0,1,0,0,0
ENSG00000273644,0,0,0,0,0,0,0,0
ENSG00000228598,0,0,0,0,0,0,0,0
ENSG00000235920,0,0,0,0,0,0,1,0
ENSG00000233108,2,0,0,0,0,0,0,0
ENSG00000273230,34,26,28,24,28,30,35,35
ENSG00000223866,0,0,0,0,1,0,0,0
ENSG00000272894,4,3,1,4,2,3,3,2
ENSG00000218823,0,0,0,1,0,0,1,1
ENSG00000231525,0,0,0,0,0,0,1,2
ENSG00000230370,0,0,0,0,1,0,0,0
ENSG00000287409,0,0,0,0,0,0,0,0
ENSG00000235828,1,1,0,1,1,0,1,0
ENSG00000205897,0,0,0,0,0,0,0,0
ENSG00000241539,0,0,0,0,0,0,0,0
ENSG00000267055,0,0,0,0,0,0,0,0
ENSG00000106392,953,1158,1018,841,805,849,1309,775
ENSG00000237070,0,0,1,0,0,0,0,0
ENSG00000235431,0,0,0,0,0,0,0,0
ENSG00000229533,0,0,0,0,1,0,0,0
ENSG00000244239,0,0,0,0,0,0,0,0
ENSG00000236510,0,0,0,0,0,0,0,0
ENSG00000232821,8,2,2,2,5,0,0,0
ENSG00000223838,0,0,0,0,0,0,0,0
ENSG00000242802,452,593,451,743,1168,389,787,647
ENSG00000197320,0,0,0,0,0,0,0,0
ENSG00000234356,0,1,1,1,1,0,0,0
ENSG00000243531,0,0,0,0,0,0,0,0
ENSG00000287883,0,0,0,0,0,0,0,0
ENSG00000230879,0,0,0,0,0,0,0,0
ENSG00000189043,1080,1764,1073,1700,1594,545,1003,1200
ENSG00000006747,2,0,0,3,1,1,1,1
ENSG00000164877,400,262,491,443,275,186,271,268
ENSG00000226827,1,0,1,1,1,0,0,0
ENSG00000257607,0,0,0,0,0,0,0,0
ENSG00000234406,0,1,0,0,1,0,0,0
ENSG00000230435,1,1,0,0,0,0,0,2
ENSG00000240230,145,274,143,143,187,139,147,133
ENSG00000230333,1,30,0,8,23,1,0,9
ENSG00000122585,0,0,0,0,0,0,0,0
ENSG00000233876,1,1,0,0,0,0,0,0
ENSG00000122644,109,36,183,82,63,119,161,22
ENSG00000283321,0,0,0,0,0,0,0,0
ENSG00000240093,1,0,0,0,0,0,0,1
ENSG00000271330,0,0,0,0,0,0,1,0
ENSG00000225816,0,0,0,0,0,0,0,0
ENSG00000228675,0,0,0,0,0,0,0,0
ENSG00000285716,0,0,0,0,0,0,0,0
ENSG00000164849,4,3,7,1,1,3,6,4
ENSG00000229937,1,0,0,0,0,0,0,1
ENSG00000270314,0,0,0,0,0,0,0,0
ENSG00000260951,0,0,0,0,0,0,0,0
ENSG00000249852,0,1,5,3,4,1,2,8
ENSG00000222004,0,1,0,0,14,0,1,0
ENSG00000105954,0,0,0,0,0,0,0,0
ENSG00000234141,0,2,0,0,2,1,0,0
ENSG00000106066,1,1,1,1,18,0,2,1
ENSG00000285960,0,0,0,0,0,0,0,0
ENSG00000286376,1,0,0,0,0,0,0,0
ENSG00000105963,4,37,15,21,250,8,35,55
ENSG00000232790,0,0,0,0,0,0,0,0
ENSG00000229233,0,0,0,0,0,0,0,0
ENSG00000225974,0,0,0,1,0,0,0,0
ENSG00000228421,0,0,0,0,0,0,0,0
ENSG00000236039,3,5,0,1,7,1,0,7
ENSG00000105928,809,906,752,798,1388,687,793,776
ENSG00000226059,0,0,1,0,0,0,0,0
ENSG00000229379,0,0,0,0,0,0,0,0
ENSG00000213860,0,0,1,0,0,0,0,0
ENSG00000070882,786,507,1097,828,723,470,563,373
ENSG00000071189,631,819,738,795,929,533,745,502
ENSG00000235728,0,0,0,0,0,0,0,0
ENSG00000217455,0,0,0,0,1,0,0,0
ENSG00000122550,420,812,409,496,599,298,527,417
ENSG00000106546,808,1792,950,1366,1242,568,1020,1448
ENSG00000229949,0,0,0,1,1,0,0,0
ENSG00000122691,199,134,340,254,235,112,121,119
ENSG00000156928,277,373,326,353,294,138,244,189
ENSG00000153790,20,23,33,16,20,11,12,11
ENSG00000213798,0,1,0,0,0,0,0,0
ENSG00000106100,75,55,112,109,56,60,74,20
ENSG00000227386,0,0,0,0,0,0,0,0
ENSG00000233824,0,0,0,0,0,0,0,0
ENSG00000287523,0,0,0,0,0,0,0,0
ENSG00000229452,0,0,0,0,0,0,0,0
ENSG00000219451,7,7,5,5,4,3,3,3
ENSG00000233830,11,14,10,13,8,3,5,5
ENSG00000105866,72,118,122,93,103,56,38,38
ENSG00000283549,0,0,0,0,0,0,0,0
ENSG00000105855,285,1249,288,1906,1829,702,823,1130
ENSG00000287093,0,0,0,0,0,0,0,0
ENSG00000235464,0,0,0,0,0,0,0,0
ENSG00000236318,0,0,0,0,0,0,0,0
ENSG00000225739,0,2,1,1,0,0,3,0
ENSG00000229358,13,10,10,6,8,3,7,3
ENSG00000136231,70,1507,21,770,597,6,15,510
ENSG00000271253,0,0,0,0,0,0,0,0
ENSG00000234922,0,0,0,0,0,0,0,0
ENSG00000234999,0,0,0,1,0,0,0,0
ENSG00000234839,0,0,0,0,0,0,0,0
ENSG00000242731,0,0,0,0,0,1,0,0
ENSG00000122679,0,1,0,0,0,0,0,1
ENSG00000235859,11,3,16,7,8,8,5,3
ENSG00000272638,0,0,0,0,0,0,0,0
ENSG00000106415,54,76,54,63,69,44,38,41
ENSG00000230539,0,0,0,0,0,0,0,0
ENSG00000164649,170,120,240,228,148,76,123,87
ENSG00000231892,0,0,0,0,0,0,0,0
ENSG00000213781,0,0,1,0,0,0,0,0
ENSG00000235574,0,0,0,0,1,0,0,0
ENSG00000179869,5,175,7,27,404,0,5,54
ENSG00000273014,5,12,11,12,13,7,7,7
ENSG00000146592,61,25,17,41,88,68,32,55
ENSG00000197085,0,0,0,0,0,0,0,0
ENSG00000271185,0,0,1,0,0,0,1,0
ENSG00000288525,0,0,0,0,0,0,0,0
ENSG00000179460,0,0,0,0,0,0,0,0
ENSG00000002746,2,0,2,1,2,0,4,4
ENSG00000237713,0,0,0,0,0,0,0,0
ENSG00000236212,0,0,0,0,0,0,0,0
ENSG00000230831,0,0,0,0,0,0,0,0
ENSG00000284839,0,0,0,0,0,0,0,0
ENSG00000279104,0,0,0,0,0,0,0,0
ENSG00000042813,0,0,0,0,0,0,0,0
ENSG00000232627,0,1,0,0,0,0,0,0
ENSG00000227015,0,0,0,0,0,0,0,0
ENSG00000229893,0,0,0,0,0,0,0,0
ENSG00000286738,0,0,0,0,0,0,0,0
ENSG00000287651,0,0,0,0,0,0,0,0
ENSG00000228735,0,0,0,0,0,0,0,0
ENSG00000223970,0,1,1,0,1,0,0,0
ENSG00000230680,0,0,0,0,0,0,0,0
ENSG00000187258,0,0,0,0,0,0,0,0
ENSG00000272984,0,0,0,0,0,0,0,0
ENSG00000287953,0,0,0,0,0,0,0,0
ENSG00000233264,0,0,0,0,0,0,0,0
ENSG00000236284,0,0,0,0,0,0,0,0
ENSG00000283061,0,0,0,0,0,0,0,0
ENSG00000241644,1,0,26,7,6,2,75,7
ENSG00000281404,1,0,0,0,2,0,1,0
ENSG00000244550,0,0,0,0,0,0,0,0
ENSG00000181211,0,0,0,0,0,0,0,0
ENSG00000229478,0,0,0,0,0,0,0,0
ENSG00000228173,0,0,0,0,0,0,0,0
ENSG00000164742,5,8,9,3,17,12,6,9
ENSG00000232161,0,0,0,0,0,0,0,0
ENSG00000231232,0,0,0,0,0,0,0,0
ENSG00000236529,3,1,9,6,5,6,4,3
ENSG00000227489,0,0,0,0,0,0,0,0
ENSG00000229970,0,0,0,0,0,0,0,0
ENSG00000227426,0,0,0,0,0,0,0,0
ENSG00000232612,0,3,0,0,3,0,0,1
ENSG00000188730,0,0,0,0,0,0,0,0
ENSG00000227344,1,0,0,1,1,1,0,1
ENSG00000233962,0,0,0,0,0,0,0,0
ENSG00000226468,0,0,0,0,0,0,0,0
ENSG00000224101,0,0,0,0,0,0,0,0
ENSG00000286658,0,0,0,0,0,0,0,0
ENSG00000232325,0,0,0,0,0,1,0,0
ENSG00000226829,0,0,0,0,0,0,0,0
ENSG00000073067,0,1,1,0,1,0,1,0
ENSG00000106483,1545,466,1070,2583,5791,13324,19815,5803
ENSG00000223829,0,0,0,0,0,0,0,0
ENSG00000280920,0,0,0,0,0,0,0,0
ENSG00000286466,0,0,0,0,0,0,0,0
ENSG00000136270,540,582,639,716,501,292,423,321
ENSG00000078053,41,4,100,10,63,13,44,6
ENSG00000221900,0,0,0,0,0,0,0,0
ENSG00000286404,0,0,0,0,0,0,0,0
ENSG00000230271,0,0,0,0,0,0,0,0
ENSG00000225286,0,0,0,0,0,0,0,0
ENSG00000223893,0,0,0,0,0,0,0,0
ENSG00000224519,0,0,0,0,0,0,0,0
ENSG00000126522,248,395,258,433,367,156,260,272
ENSG00000106524,266,283,292,242,437,202,270,219
ENSG00000146731,3539,4782,3913,4878,3300,1411,2214,2353
ENSG00000268181,0,0,0,0,0,0,0,0
ENSG00000179342,0,1,0,0,0,1,1,0
ENSG00000275295,0,0,0,0,0,0,0,0
ENSG00000231484,0,0,0,0,0,0,0,0
ENSG00000232906,0,0,0,0,0,0,0,0
ENSG00000286526,0,0,0,0,0,0,0,0
ENSG00000224368,0,0,0,0,0,0,0,0
ENSG00000229031,0,0,0,0,0,0,0,0
ENSG00000285536,0,0,0,0,0,0,0,0
ENSG00000255690,2,1,3,1,1,0,1,1
ENSG00000136274,123,127,145,156,50,72,94,50
ENSG00000230361,0,0,0,0,0,0,0,0
ENSG00000236261,0,0,0,0,0,0,0,0
ENSG00000250923,0,0,0,0,0,0,0,0
ENSG00000229424,0,0,0,0,0,0,0,0
ENSG00000251451,0,0,0,0,0,0,0,0
ENSG00000238090,0,0,0,0,0,0,0,0
ENSG00000285741,0,0,0,0,0,0,0,0
ENSG00000146729,595,631,630,621,417,263,430,337
ENSG00000146733,415,299,412,206,288,217,179,153
ENSG00000272328,0,0,0,0,0,0,0,0
ENSG00000178665,7,10,10,5,2,3,10,5
ENSG00000224484,0,0,0,0,0,0,0,0
ENSG00000224706,0,0,0,0,0,0,0,0
ENSG00000136250,0,0,0,1,0,0,0,0
ENSG00000236531,0,0,2,0,0,0,0,0
ENSG00000240651,0,0,0,0,0,0,0,0
ENSG00000279785,1,0,1,0,0,0,0,0
ENSG00000287521,0,0,0,0,0,0,0,0
ENSG00000106070,960,1419,970,1685,1354,628,732,1259
ENSG00000238131,0,0,0,0,0,0,0,0
ENSG00000234359,0,0,0,0,0,0,0,0
ENSG00000229459,0,0,0,0,0,0,0,1
ENSG00000270749,0,0,0,0,0,0,0,0
ENSG00000227404,0,0,0,0,0,0,0,0
ENSG00000281593,0,0,0,0,0,0,0,0
ENSG00000005020,952,189,883,151,388,675,872,170
ENSG00000236046,0,0,0,0,0,0,0,0
ENSG00000164543,1085,1173,1119,1370,965,681,1049,866
ENSG00000226421,0,0,0,0,0,0,0,0
ENSG00000230000,0,0,0,0,0,0,0,0
ENSG00000271696,0,0,0,0,0,0,0,0
ENSG00000271194,0,0,0,0,0,0,0,0
ENSG00000234686,0,0,0,0,0,0,0,0
ENSG00000187546,0,0,0,0,1,0,0,0
ENSG00000164556,0,0,0,0,0,0,0,0
ENSG00000234467,0,0,0,0,0,0,0,0
ENSG00000249773,0,0,0,0,0,0,0,0
ENSG00000225718,0,0,0,0,0,0,0,0
ENSG00000235379,0,0,0,0,0,0,0,0
ENSG00000182348,0,0,0,0,0,0,0,0
ENSG00000236907,0,0,0,0,0,0,0,0
ENSG00000223559,6,8,5,2,6,2,1,3
ENSG00000226392,0,0,0,0,0,0,0,0
ENSG00000232975,0,0,0,0,0,0,0,0
ENSG00000233854,0,0,0,0,2,0,0,0
ENSG00000234085,0,0,0,0,0,0,0,0
ENSG00000235243,0,0,0,0,0,0,0,0
ENSG00000236638,0,0,0,0,0,0,0,0
ENSG00000229403,0,0,0,0,0,0,0,0
ENSG00000233420,0,0,0,0,0,0,0,0
ENSG00000225128,0,0,0,0,0,0,0,0
ENSG00000228928,0,0,0,0,0,0,0,0
ENSG00000231523,0,0,0,0,0,0,0,0
ENSG00000075213,1234,5099,865,1694,1864,581,399,1067
ENSG00000231299,0,0,0,0,0,0,0,0
ENSG00000235450,0,0,0,0,0,0,0,1
ENSG00000233782,0,0,0,0,0,0,0,0
ENSG00000196715,852,1367,985,971,1323,649,1073,891
ENSG00000238124,0,0,0,0,0,0,0,0
ENSG00000233918,0,0,0,0,0,0,0,0
ENSG00000285670,0,0,0,0,0,0,0,0
ENSG00000278959,1,2,0,3,1,2,1,4
ENSG00000228711,0,0,0,0,0,0,0,0
ENSG00000227979,0,0,0,0,0,0,0,0
ENSG00000227545,0,0,0,0,0,0,0,0
ENSG00000106605,337,227,470,413,298,171,332,196
ENSG00000229627,0,0,0,0,0,0,0,0
ENSG00000185290,0,0,0,0,0,0,0,0
ENSG00000219807,1,0,0,0,0,0,0,0
ENSG00000225537,0,0,0,0,0,0,0,0
ENSG00000234500,1,1,2,0,3,1,4,3
ENSG00000230356,0,1,2,1,0,0,0,0
ENSG00000244055,11,10,12,7,15,11,10,13
ENSG00000250618,0,0,0,0,0,0,0,0
ENSG00000225701,0,0,0,0,0,0,0,0
ENSG00000227785,0,0,0,0,0,0,0,0
ENSG00000233960,0,0,0,0,0,0,0,0
ENSG00000157259,457,549,463,440,722,328,541,407
ENSG00000270763,0,0,0,0,0,0,0,0
ENSG00000154978,378,649,463,579,889,235,534,433
ENSG00000237160,0,0,0,0,0,0,0,0
ENSG00000231763,0,0,0,0,0,0,0,0
ENSG00000105829,338,737,501,383,814,207,479,365
ENSG00000224155,0,0,0,0,0,0,0,0
ENSG00000213673,0,0,0,1,0,1,2,0
ENSG00000196636,127,146,114,115,123,60,82,64
ENSG00000164715,329,585,452,526,569,279,374,353
ENSG00000223402,0,0,0,1,0,0,0,0
ENSG00000234312,0,0,0,0,0,0,0,0
ENSG00000223665,0,0,0,0,0,0,0,0
ENSG00000213787,0,0,0,0,0,0,0,0
ENSG00000229301,0,0,0,0,0,0,0,0
ENSG00000286987,0,0,0,0,0,0,0,0
ENSG00000227148,0,0,0,0,0,0,0,0
ENSG00000228627,0,0,0,0,0,0,0,0
ENSG00000227491,0,0,0,0,0,0,0,0
ENSG00000228085,0,0,0,0,0,0,0,0
ENSG00000227982,0,0,0,0,0,0,0,0
ENSG00000244510,0,0,0,0,0,0,0,0
ENSG00000225371,0,0,0,0,0,0,0,0
ENSG00000186472,2,1,0,3,35,0,0,9
ENSG00000122507,252,302,226,256,274,140,254,225
ENSG00000271306,0,0,0,0,0,0,0,0
ENSG00000236610,0,0,0,0,0,0,0,0
ENSG00000226587,0,0,0,0,0,0,0,0
ENSG00000287488,0,0,0,0,0,0,0,0
ENSG00000231255,0,0,0,0,0,0,0,0
ENSG00000236938,0,1,0,2,0,0,0,0
ENSG00000230796,0,0,0,0,0,0,0,0
ENSG00000237760,0,0,0,0,0,0,0,0
ENSG00000234185,0,0,1,0,0,0,0,0
ENSG00000234105,0,0,0,0,0,0,0,0
ENSG00000005981,0,1,0,0,0,0,0,0
ENSG00000224551,0,0,0,0,0,0,0,0
ENSG00000227923,0,0,0,0,0,0,0,0
ENSG00000230196,1,2,0,0,4,0,0,0
ENSG00000230600,0,0,0,0,0,0,0,0
ENSG00000127993,113,162,90,111,154,68,92,85
ENSG00000237709,3,1,1,0,1,0,1,0
ENSG00000127989,135,160,138,164,143,66,126,97
ENSG00000270812,0,0,0,0,0,0,0,0
ENSG00000106236,25,542,12,430,117,10,28,355
ENSG00000237572,0,0,0,0,0,0,0,0
ENSG00000230191,7,4,5,3,14,0,6,4
ENSG00000285725,5,5,7,11,13,6,6,3
ENSG00000270957,0,0,0,0,0,0,0,0
ENSG00000236861,2,6,3,2,10,4,2,4
ENSG00000242950,1,0,1,1,1,2,2,1
ENSG00000272950,4,0,2,3,0,1,0,0
ENSG00000228751,0,0,0,0,0,0,0,0
ENSG00000203462,0,0,0,0,0,0,0,0
ENSG00000164645,0,0,0,0,0,0,0,0
ENSG00000228429,0,0,0,0,0,0,0,0
ENSG00000233454,0,0,0,0,0,0,0,0
ENSG00000006128,1,3,0,1,0,0,1,2
ENSG00000132432,851,1344,805,1156,1014,620,1004,953
ENSG00000128581,269,251,301,279,235,151,219,187
ENSG00000239789,62,56,54,79,77,33,48,36
ENSG00000224475,0,0,0,0,0,0,0,0
ENSG00000228680,0,0,0,0,0,0,0,0
ENSG00000172115,1255,1979,1190,1582,1530,619,944,916
ENSG00000284627,0,0,0,0,0,0,0,0
ENSG00000169919,361,443,420,439,432,168,228,156
ENSG00000233073,0,0,0,0,0,0,0,0
ENSG00000127980,176,246,211,230,156,127,140,153
ENSG00000004766,285,353,341,332,459,204,311,235
ENSG00000281332,10,7,19,9,9,11,14,14
ENSG00000231812,0,0,0,0,0,0,0,0
ENSG00000226767,0,0,0,0,0,0,0,0
ENSG00000106384,0,0,0,0,0,0,0,0
ENSG00000278819,0,0,0,0,0,0,0,0
ENSG00000285090,19,16,18,11,30,9,24,16
ENSG00000235139,0,0,0,0,0,0,0,0
ENSG00000249319,0,0,0,0,0,0,0,0
ENSG00000233539,0,1,0,0,2,0,0,0
ENSG00000278683,0,0,0,0,0,0,0,0
ENSG00000227298,0,0,0,0,0,0,0,0
ENSG00000286908,0,0,0,0,0,0,0,0
ENSG00000237639,0,0,0,0,0,0,0,0
ENSG00000287039,0,0,0,0,0,0,0,0
ENSG00000224653,0,0,0,0,0,0,0,0
ENSG00000237251,0,0,0,0,0,0,0,0
ENSG00000006715,809,1437,882,1200,1913,812,1495,1270
ENSG00000270453,0,0,0,0,0,0,0,0
ENSG00000275833,1,0,0,2,0,1,1,0
ENSG00000233689,0,0,0,0,0,0,0,0
ENSG00000001629,1392,1451,1669,1555,1831,1075,2006,1357
ENSG00000105825,5103,65836,25943,26270,65621,1002,26063,5958
ENSG00000164659,139,12,239,42,47,339,526,158
ENSG00000235454,0,1,1,0,0,0,2,0
ENSG00000224365,0,0,0,0,0,0,0,0
ENSG00000158528,0,0,9,2,2,1,9,18
ENSG00000237640,0,0,0,0,0,0,0,0
ENSG00000232817,0,0,0,0,0,0,0,0
ENSG00000232418,0,0,0,0,0,0,0,0
ENSG00000213717,0,0,0,0,0,0,0,0
ENSG00000224370,0,0,0,0,0,0,0,0
ENSG00000236453,17,102,47,15,206,3,32,1
ENSG00000232097,0,0,0,0,0,0,0,0
ENSG00000226046,0,0,0,0,0,0,0,0
ENSG00000235639,0,0,0,0,0,0,0,0
ENSG00000214389,0,0,0,0,1,2,0,0
ENSG00000105852,1,0,1,0,0,0,0,0
ENSG00000106366,56692,86606,65836,84854,126555,107186,135768,130975
ENSG00000237551,0,0,0,0,0,0,0,0
ENSG00000224223,0,0,0,0,0,0,0,0
ENSG00000271159,0,0,0,0,0,0,0,0
ENSG00000227646,0,0,0,0,0,0,0,0
ENSG00000005421,0,0,0,0,1,0,0,0
ENSG00000233028,0,1,0,0,2,0,0,0
ENSG00000019991,2762,4612,2722,5248,1933,191,620,391
ENSG00000226075,0,0,0,0,0,0,0,0
ENSG00000180233,51,30,87,55,83,28,35,26
ENSG00000230614,1,0,0,0,0,0,0,0
ENSG00000261535,0,2,0,0,0,0,0,0
ENSG00000205267,1,0,0,0,2,0,0,0
ENSG00000234273,0,0,0,0,0,0,0,0
ENSG00000233601,0,0,0,0,0,0,0,0
ENSG00000234545,91,80,92,77,68,53,49,51
ENSG00000227948,0,0,0,0,0,0,0,0
ENSG00000169902,377,1384,375,825,1150,277,408,847
ENSG00000070669,29,21,57,19,15,41,27,17
ENSG00000242265,651,1029,1297,973,1285,254,205,1011
ENSG00000214252,0,0,0,0,0,0,0,0
ENSG00000229886,0,0,0,2,0,0,0,0
ENSG00000223836,0,0,0,0,0,0,0,0
ENSG00000232072,0,2,0,0,0,0,0,0
ENSG00000237818,0,0,0,1,0,0,0,0
ENSG00000135249,387,548,393,423,337,181,289,309
ENSG00000234695,0,3,4,5,2,0,2,0
ENSG00000232165,0,0,0,0,0,0,0,0
ENSG00000154678,518,113,500,165,73,1228,1105,876
ENSG00000213455,0,0,0,1,0,0,0,0
ENSG00000234826,0,0,0,0,0,0,0,0
ENSG00000231153,0,0,0,0,0,0,0,0
ENSG00000240355,0,0,0,0,0,0,0,0
ENSG00000227305,0,0,0,0,0,0,0,0
ENSG00000224316,1,0,1,2,2,2,3,2
ENSG00000250756,0,0,0,0,0,0,0,0
ENSG00000278388,0,0,0,0,0,0,0,0
ENSG00000237870,1,0,1,0,1,0,0,0
ENSG00000243243,0,0,1,2,0,1,0,0
ENSG00000230192,0,0,0,0,0,0,0,0
ENSG00000233969,0,0,0,0,0,0,0,0
ENSG00000278424,0,0,0,0,0,0,0,0
ENSG00000205356,346,512,348,582,567,218,327,490
ENSG00000177683,242,484,312,230,356,141,234,219
ENSG00000231638,0,0,0,0,1,1,1,0
ENSG00000275834,1,0,0,0,0,0,0,0
ENSG00000243345,0,0,0,0,0,0,0,0
ENSG00000285592,0,0,0,0,2,0,0,0
ENSG00000287827,0,0,0,0,0,0,0,0
ENSG00000280347,46,54,64,64,53,42,41,46
ENSG00000135185,183,240,135,129,254,100,143,151
ENSG00000106355,336,288,405,304,295,147,202,145
ENSG00000225535,1,6,1,1,1,0,1,1
ENSG00000106367,774,1118,722,1060,1071,505,856,1001
